employee_id,missing_skill,recommended_course,recommended_certification,recommended_project,recommendation_type,priority
941936,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
941949,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
941949,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942008,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942019,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942165,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942288,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942316,Tableau,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942569,Performance Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
942569,Talent Acquisition,Strategic Talent Acquisition & Competency-Based Sourcing,SHRM-CP / AIRS Certified Diversity Recruiter,Design High-Retention Executive Hiring Funnel,HR Leadership,Low
942605,Incident Response,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
943105,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
943105,Valuation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
943660,Employee Relations,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
943660,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
943660,Leadership,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
943710,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
944016,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
944016,Strategic Pitching,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
944276,Backlink Strategy,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
944276,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
944488,Ci/Cd,Continuous Integration & Continuous Deployment with GitHub Actions,DevOps Institute CI/CD Foundation,Architect End-to-End Automated Testing & Deployment Pipeline,DevOps Hands-on,Low
944488,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
945273,Communication,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
945273,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
946003,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
946214,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
946388,Forecasting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
946388,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
946565,Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
946565,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
946565,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
946960,Forecasting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947156,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947156,Seo,Technical SEO & Modern Web Visibility Masterclass,Google Analytics & Advanced SEO Certification,Conduct Technical Site Audit and Core Web Vitals Optimization,Digital Marketing,Low
947172,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947172,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947172,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
947362,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947362,On-Page Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947367,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947406,Forecasting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947406,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947449,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947449,Tax Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947639,Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947683,Ats,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
947683,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
